id;mlu;style;tempo;performer;feel;barsspan;startbar;startbeat;endbar;endbeat;notes;beats;rhythm;subrhythm
134_15;rhythm;BEBOP;UP;Dizzy Gillespie;SWING;8;64;3;71;3;57;28;2,2,2,2,2,3,2,3,1,1,3,2,1,2,3,2,2,2,3,2,1,2,3,1,3,2,2,1;11,011,11,11,11,1101,11,111,1,01,1101,011,1,11,1011,11,0011,11,1110,1001,01,11,1011,01,111,011,11,1
134_16;lick;BEBOP;UP;Dizzy Gillespie;SWING;3;73;1;75;3;13;9;1,1,1,1,2,3,2,1,1;1,1,1,01,11,1101,011,01,1
134_17;line;BEBOP;UP;Dizzy Gillespie;SWING;4;76;2;79;3;27;14;2,2,2,2,2,2,1,2,2,3,2,2,1,2;11,11,110,11,11,11,1,11,11,111,11,11,1,1001
134_18;line;BEBOP;UP;Dizzy Gillespie;SWING;8;80;4;87;1;46;23;1,3,3,2,3,2,2,1,2,2,1,2,2,1,2,3,2,3,3,1,1,2,2;01,111,111,11,111,011,011,01,11,11,1,11,11,01,11,1011,011,111,1101,01,01,0110,11
134_19;lick;BEBOP;UP;Dizzy Gillespie;SWING;9;88;4;96;3;60;32;1,1,1,2,1,1,2,1,2,2,2,2,3,2,2,1,2,2,2,2,2,2,3,1,2,3,2,3,2,2,1,3;1,1,1,11,01,01,11,1,11,11,011,11,1101,11,11,1,11,11,11,11,11,11,1011,01,11,1011,011,0111,0011,011,01,111
135_1;line;BEBOP;UP;Dizzy Gillespie;SWING;2;0;3;1;1;11;3;5,4,2;011111,1111,110
135_2;line;BEBOP;UP;Dizzy Gillespie;SWING;4;2;3;5;2;20;11;2,2,2,1,2,2,1,2,3,2,3;1001,11,11,1,11,11,1,11,1101,11,100011
135_3;line;BEBOP;UP;Dizzy Gillespie;SWING;3;5;2;7;4;17;11;3,2,2,2,1,1,1,1,2,1,2;100011,11,11,11,1,1,1,1,11,1,11
135_4;line;BEBOP;UP;Dizzy Gillespie;SWING;4;8;4;11;2;17;10;2,1,2,1,1,2,1,2,3,2;11,1,11,01,1,11,1,11,111,1001
135_5;lick;BEBOP;UP;Dizzy Gillespie;SWING;6;12;4;17;3;27;19;1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,3,2,2,1;1,1,1,1,01,01,01,1,0001,01,11,11,11,1,11,111,11,11,1
135_6;line;BEBOP;UP;Dizzy Gillespie;SWING;6;18;4;23;2;45;19;1,1,3,3,4,3,2,4,2,2,4,1,4,2,1,3,2,1,2;01,01,111,111,1111,111,11,1111,1001,11,01111,1,1111,11,1,1101,11,1,11
135_7;lick;BEBOP;UP;Dizzy Gillespie;SWING;2;25;1;26;1;16;5;4,3,2,4,3;1111,1011,110,1111,1011
135_8;lick;BEBOP;UP;Dizzy Gillespie;SWING;3;27;1;29;4;25;9;3,3,3,4,4,4,1,2,1;111,111,1110,1111,1111,01111,1,11,01
135_9;line;BEBOP;UP;Dizzy Gillespie;SWING;5;31;1;35;3;31;19;1,2,1,1,2,2,1,1,1,2,2,2,2,3,2,2,2,1,1;01,11,01,01,11,11,1,1,1,11,11,11,11,100011,0110,11,1001,01,1
135_10;lick;BEBOP;UP;Dizzy Gillespie;SWING;2;36;3;37;3;5;4;1,1,1,2;0001,1,0001,1001
135_11;line;BEBOP;UP;Dizzy Gillespie;SWING;4;38;3;41;2;21;12;2,3,2,1,2,2,1,2,1,1,2,2;11,111,11,1,11,11,1,1001,01,1,11,11
135_12;rhythm;BEBOP;UP;Dizzy Gillespie;SWING;7;42;4;48;4;70;25;1,3,4,5,3,4,4,3,4,3,3,2,4,2,1,2,2,2,2,4,2,4,2,2,2;01,111,1111,111011,111,1111,1111,111,1111,0111,101001,11,01111,11,1,0110,11,11,11,1111,11,1111,11,11,1001
136_1;lick;BEBOP;MEDIUM;Dizzy Gillespie;SWING;2;0;4;1;3;10;4;3,3,3,1;111,111,111,1
136_2;lick;BEBOP;MEDIUM;Dizzy Gillespie;SWING;2;1;4;2;3;10;4;3,3,3,1;00111,111,111,1
136_3;lick;BEBOP;MEDIUM;Dizzy Gillespie;SWING;4;2;4;5;1;32;10;3,3,3,3,3,5,5,5,1,1;001101,111,111,111,111,101111,111110,11111,1,1
136_4;lick;BEBOP;MEDIUM;Dizzy Gillespie;SWING;2;5;3;6;3;9;5;2,1,1,2,3;1001,0001,01,1001,1101
136_5;lick;BEBOP;MEDIUM;Dizzy Gillespie;SWING;3;7;1;9;2;26;10;1,1,2,2,4,6,2,1,3,4;01,0001,11,11,1111,11011011,11,1,1101,1111
136_6;lick;BEBOP;MEDIUM;Dizzy Gillespie;SWING;2;10;2;11;1;9;4;3,4,1,1;0111,1111,1,1
136_7;expressive;BEBOP;MEDIUM;Dizzy Gillespie;SWING;3;12;4;14;1;4;4;1,1,1,1;01,1,0001,1
136_8;lick;BEBOP;MEDIUM;Dizzy Gillespie;SWING;5;14;4;18;1;41;14;1,1,3,1,4,4,4,4,4,4,3,4,3,1;01,01,1011,01,1111,1111,1111,1111,1111,1111,100011,1111,0111,1
136_9;lick;BEBOP;MEDIUM;Dizzy Gillespie;SWING;2;18;2;19;2;9;5;1,2,2,2,2;0001,11,11,11,11
137_1;melody;BEBOP;UP;Dizzy Gillespie;SWING;5;1;1;5;3;37;18;2,2,2,2,2,1,1,2,4,2,3,2,3,1,3,2,2,1;11,11,11,100001,11,1,1,11,1111,11,111,11,1110,1,1011,0110,11,1
137_2;lick;BEBOP;UP;Dizzy Gillespie;SWING;5;7;1;11;4;65;19;3,4,3,5,5,4,4,5,4,4,5,1,2,4,2,4,2,1,3;0111,1111,111,111101,101111,1111,10111,11111,10111,1111,111011,01,11,011110,11,011110,11,1,111
137_3;expressive;BEBOP;UP;Dizzy Gillespie;SWING;5;13;3;17;4;28;17;2,2,1,1,2,1,1,2,2,2,1,2,2,2,2,1,2;11,1001,01,01,11,01,01,11,11,11,1,11,11,11,11,1,11
137_4;lick;BEBOP;UP;Dizzy Gillespie;SWING;5;19;1;23;3;50;17;3,4,4,3,3,4,5,4,2,4,2,2,4,1,2,2,1;0111,1111,010111,1110,1101,011110,11111,1111,11,1111,11,11,1111,1,11,11,1
137_5;line;BEBOP;UP;Dizzy Gillespie;SWING;5;24;3;28;1;28;14;1,3,2,2,2,2,2,2,1,2,2,4,1,2;01,1110,11,11,11,11,11,11,1,11,11,1111,01,11
137_6;melody;BEBOP;UP;Dizzy Gillespie;SWING;3;29;1;31;2;13;10;1,1,1,1,1,1,2,2,1,2;1,1,1,01,01,1,11,11,1,11
137_7;melody;BEBOP;UP;Dizzy Gillespie;SWING;2;32;3;33;3;6;4;1,2,1,2;1,1001,01,11
137_8;line;BEBOP;UP;Dizzy Gillespie;SWING;4;34;1;37;3;35;15;4,2,2,2,4,2,3,2,2,1,3,3,2,2,1;1111,11,11,11,011110,11,1101,11,11,1,111,111,11,011,1
137_9;lick;BEBOP;UP;Dizzy Gillespie;SWING;5;39;1;43;4;61;20;5,3,5,4,4,4,4,4,3,4,2,1,4,1,4,2,2,2,1,2;11111,0111,111110,1111,1111,1111,111100,1111,0111,1111,11,1,1111,01,1111,11,11,11,1,11
137_10;melody;BEBOP;UP;Dizzy Gillespie;SWING;2;45;1;46;3;9;7;1,1,1,2,1,1,2;01,1,1,1001,01,01,1001
137_11;lick;BEBOP;UP;Dizzy Gillespie;SWING;4;47;2;50;2;21;12;2,1,2,2,2,1,2,1,2,2,2,2;0011,1,11,11,11,1,11,01,11,11,1001,11
137_12;lick;BEBOP;UP;Dizzy Gillespie;SWING;8;51;2;58;1;66;28;3,1,2,3,2,4,1,4,2,2,2,2,2,4,2,2,2,3,2,2,2,4,2,2,3,2,2,2;111,01,11,0111,011,1111,01,1111,11,11,11,11,11,1111,11,11,11,0111,11,11,11,1111,11,11,111,11,011,11
137_13;expressive;BEBOP;UP;Dizzy Gillespie;SWING;4;59;4;62;4;23;10;2,2,2,2,2,2,5,3,2,1;11,11,11,11,11,11,111101,1011,11,1
138_1;melody;BEBOP;MEDIUM UP;Dizzy Gillespie;SWING;5;0;4;4;1;17;11;1,1,2,2,2,2,1,1,2,1,2;0001,1,11,11,11,11,1,1,1001,1,11
138_2;line;BEBOP;MEDIUM UP;Dizzy Gillespie;SWING;3;5;2;7;1;26;8;4,3,4,5,3,3,3,1;1111,0111,1111,110111,0111,0111,1101,1
138_3;lick;BEBOP;MEDIUM UP;Dizzy Gillespie;SWING;6;8;3;13;1;35;18;2,2,1,2,1,2,3,2,1,3,2,1,2,2,4,2,2,1;11,1001,0001,010001,01,11,1101,11,01,1101,11,1,11,11,1111,11,11,1
138_4;lick;BEBOP;MEDIUM UP;Dizzy Gillespie;SWING;3;13;2;15;1;11;7;2,2,1,1,2,1,2;11,11,1,1,1001,1,1001
138_5;line;BEBOP;MEDIUM UP;Dizzy Gillespie;SWING;8;17;1;24;1;84;29;2,3,5,4,4,4,4,4,6,3,3,1,5,4,4,3,1,1,4,2,2,1,2,1,4,2,1,2,2;11,011001,011111,010111,01111,1111,1111,1111,111111,1101,010101,1,101111,01111,1111,111,1,01,1111,11,11,1,11,1,1111,11,1,11,11
138_6;lick;BEBOP;MEDIUM UP;Dizzy Gillespie;SWING;1;25;1;25;3;4;3;1,2,1;1,010001,1
138_7;lick;BEBOP;MEDIUM UP;Dizzy Gillespie;SWING;6;26;1;31;3;40;23;1,3,2,2,1,2,1,2,2,2,2,2,2,1,1,1,3,2,2,3,1,1,1;0001,1101,010001,011,0001,11,1,11,11,11,11,11,11,01,1,1,0111,11,11,100011,01,1,1
139_1;lick;BEBOP;UP;Don Byas;SWING;3;1;4;3;3;10;7;1,2,2,1,1,2,1;01,11,1100,1,1,11,1
139_2;lick;BEBOP;UP;Don Byas;SWING;6;4;3;9;2;31;17;2,2,1,1,3,2,2,2,2,2,2,1,1,2,2,2,2;11,11,01,01,0111,11,11,11,11,11,11,1,1,110,11,011,11
139_3;fragment;BEBOP;UP;Don Byas;SWING;4;10;2;13;3;20;10;1,1,2,2,2,2,3,2,2,3;01,1,11,11,011,11,1011,0110,11,111
139_4;melody;BEBOP;UP;Don Byas;SWING;3;14;3;16;3;9;6;2,2,1,1,2,1;11,1001,01,1,11,1
139_5;line;BEBOP;UP;Don Byas;SWING;9;17;2;25;3;65;33;2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,2,2,2,1,1,3,2,2,2,2,2,2,2,1;11,1011,11,11,11,11,11,11,11,11,11,11,11,0110,11,1,11,11,0111,11,11,11,1,1,1101,011,11,11,11,011,11,011,01
139_6;melody;BEBOP;UP;Don Byas;SWING;4;26;2;29;2;13;7;1,1,3,1,2,2,3;01,01,1011,1,11,11,111
139_7;melody;BEBOP;UP;Don Byas;SWING;4;30;2;33;4;19;11;1,1,2,1,2,2,2,2,3,2,1;1,1,11,1,11,11,11,11,111,0011,01
139_8;expressive;BEBOP;UP;Don Byas;SWING;6;34;3;39;3;28;15;1,3,1,1,2,2,2,2,2,1,2,3,2,2,2;01,111,1,01,11,11,11,11,11,01,11,111,11,11,11
139_9;line;BEBOP;UP;Don Byas;SWING;4;40;1;43;2;27;14;1,2,2,2,2,2,3,2,2,2,2,2,1,2;01,11,1001,11,1001,11,0111,11,11,11,11,1001,01,110
139_10;line;BEBOP;UP;Don Byas;SWING;3;43;4;45;4;17;9;2,2,2,2,1,2,2,2,2;11,11,11,11,1,11,11,11,11
139_11;lick;BEBOP;UP;Don Byas;SWING;6;46;3;51;1;25;14;1,1,2,1,2,1,2,3,1,4,3,1,2,1;01,1,0011,01,11,01,11,1011,01,10111,1011,01,11,1
139_12;lick;BEBOP;UP;Don Byas;SWING;3;51;3;53;1;7;6;1,1,2,1,1,1;1,01,11,1,01,1
139_13;line;BEBOP;UP;Don Byas;SWING;5;53;3;57;4;36;18;1,2,2,2,2,2,3,2,1,3,3,2,2,2,2,1,2,2;01,11,11,11,11,11,111,11,1,111,0111,11,11,11,11,1,11,11
139_14;melody;BEBOP;UP;Don Byas;SWING;4;58;3;61;3;12;9;1,1,2,1,2,2,1,1,1;01,01,11,1,11,11,1,01,1
139_15;lick;BEBOP;UP;Don Byas;SWING;4;62;2;65;1;17;11;1,1,1,2,2,2,1,2,1,2,2;01,1,0001,011,11,1001,01,11,01,11,11
140_1;lick;SWING;MEDIUM SLOW;Don Byas;SWING;3;0;3;2;1;13;6;1,3,1,2,4,2;01,0111,1,011,1001001001,011
140_2;lick;SWING;MEDIUM SLOW;Don Byas;SWING;3;2;3;4;1;19;7;2,4,1,3,3,4,2;000011,010111,1,001011,010011,1111,1100
140_3;melody;SWING;MEDIUM SLOW;Don Byas;SWING;2;4;2;5;1;8;4;3,1,3,1;1011,1,1011,1
140_4;lick;SWING;MEDIUM SLOW;Don Byas;SWING;2;5;2;6;1;9;4;1,3,4,1;01,1011,01010101,1
140_5;lick;SWING;MEDIUM SLOW;Don Byas;SWING;3;6;2;8;1;17;8;1,3,3,2,2,2,3,1;01,0111,111,11,11,01001,0111,1
140_6;lick;SWING;MEDIUM SLOW;Don Byas;SWING;1;8;2;8;4;7;3;2,4,1;0011,1111,1
140_7;line;SWING;MEDIUM SLOW;Don Byas;SWING;2;9;1;10;4;31;8;2,4,4,3,5,4,5,4;000011,1111,1111,111,101111,101011,01010111,01001101
140_8;line;SWING;MEDIUM SLOW;Don Byas;SWING;3;11;2;13;2;27;9;3,4,3,4,2,4,2,3,2;0111,101011,0111,1111,110,011011,11,0111,1100
140_9;line;SWING;MEDIUM SLOW;Don Byas;SWING;2;13;3;14;4;24;6;2,6,4,4,3,5;0011,111111,101011,011011,0111,111011
140_10;line;SWING;MEDIUM SLOW;Don Byas;SWING;3;15;2;17;3;25;10;2,3,4,1,1,1,4,3,4,2;0000100001,0111,101011,1,01,01,1111,100101,1111,11
140_11;lick;SWING;MEDIUM SLOW;Don Byas;SWING;1;18;1;18;4;13;4;3,4,3,3;1011,1111,0111,1011
140_12;line;SWING;MEDIUM SLOW;Don Byas;SWING;2;19;2;20;3;22;6;4,4,4,3,6,1;011011,01111,1111,1011,10101111,1
140_13;line;SWING;MEDIUM SLOW;Don Byas;SWING;2;20;4;21;4;17;5;1,5,4,4,3;01,111101,1111,1111,1110
140_14;line;SWING;MEDIUM SLOW;Don Byas;SWING;1;22;1;22;4;14;4;4,4,4,2;00101011,1111,101101,110
140_15;line;SWING;MEDIUM SLOW;Don Byas;SWING;2;23;1;24;3;24;7;4,4,4,3,4,4,2;001111,011011,1111,1011,1111,1111,1001
140_16;line;SWING;MEDIUM SLOW;Don Byas;SWING;2;24;3;25;2;9;4;2,3,4,1;1001,0111,1111,1
140_17;lick;SWING;MEDIUM SLOW;Don Byas;SWING;3;25;3;27;1;26;7;3,2,2,6,5,6,2;0111,1100,0011,111111,01110011,1011111,1100
140_18;lick;SWING;MEDIUM SLOW;Don Byas;SWING;2;27;2;28;4;22;7;2,5,3,4,2,5,1;0011,011111,1000000011,011101,1001,11111,1
140_19;line;SWING;MEDIUM SLOW;Don Byas;SWING;2;29;1;30;2;17;5;4,4,6,2,1;00001111,0100101001,11111010,11,1
140_20;melody;SWING;MEDIUM SLOW;Don Byas;SWING;2;30;3;31;1;8;3;2,3,3;011,1011,01000101
140_21;melody;SWING;MEDIUM SLOW;Don Byas;SWING;2;31;3;32;1;6;3;2,2,2;011,10001,0110
140_22;melody;SWING;MEDIUM SLOW;Don Byas;SWING;2;32;3;33;4;12;5;2,3,3,3,1;011,111,0111,00010101,1
140_23;line;SWING;MEDIUM SLOW;Don Byas;SWING;2;34;1;35;1;15;5;2,4,4,4,1;000011,011011,1111,1111,1
140_24;lick;SWING;MEDIUM SLOW;Don Byas;SWING;3;35;2;37;1;23;8;2,3,3,3,4,3,4,1;0011,0111,1011,1011,1111,1011,1111,1
140_25;line;SWING;MEDIUM SLOW;Don Byas;SWING;2;37;2;38;1;11;4;2,4,4,1;000101,01000111,1111,1
140_26;line;SWING;MEDIUM SLOW;Don Byas;SWING;4;38;2;41;1;59;11;1,7,7,5,8,6,7,7,6,3,2;01,1011101101,11111011,111110,11111111,111111,11111110,1111111,111111,10000011,1100
140_27;line;SWING;MEDIUM SLOW;Don Byas;SWING;2;41;2;42;4;21;7;2,4,4,3,4,3,1;00011,01111,1111,0111,10010011,111,1
140_28;lick;SWING;MEDIUM SLOW;Don Byas;SWING;1;43;1;43;4;11;4;2,4,4,1;0011,1111,101101,1
140_29;lick;SWING;MEDIUM SLOW;Don Byas;SWING;2;44;1;45;1;16;5;3,4,4,4,1;00111,1111,1111,1111,1
140_30;line;SWING;MEDIUM SLOW;Don Byas;SWING;2;45;2;46;4;21;7;2,4,4,4,2,4,1;0011,1111,1111,1111,00000101,00110101,1
140_31;lick;SWING;MEDIUM SLOW;Don Byas;SWING;2;47;1;48;1;12;5;2,3,3,3,1;000011,0111,0111,111,1
140_32;melody;SWING;MEDIUM SLOW;Don Byas;SWING;2;48;2;49;2;11;4;1,3,2,5;01,001101,0011,111110
140_33;lick;SWING;MEDIUM SLOW;Don Byas;SWING;2;49;4;50;3;12;4;2,4,5,1;0011,1111,011111,01
140_34;line;SWING;MEDIUM SLOW;Don Byas;SWING;2;51;1;52;2;25;6;6,4,5,5,4,1;0101001111,1111,11111,11111,1111,1
140_35;lick;SWING;MEDIUM SLOW;Don Byas;SWING;2;52;3;53;2;13;4;2,3,4,4;0011,111,1111,1111
140_36;line;SWING;MEDIUM SLOW;Don Byas;SWING;2;53;3;54;4;19;6;2,4,4,4,4,1;0011,1111,1111,1111,1111,1
140_37;line;SWING;MEDIUM SLOW;Don Byas;SWING;2;55;1;56;1;15;5;2,6,4,2,1;11,111111,1111,0110,1
140_38;lick;SWING;MEDIUM SLOW;Don Byas;SWING;2;56;2;57;1;13;4;4,4,4,1;1111,1111,1111,1
140_39;theme;SWING;MEDIUM SLOW;Don Byas;SWING;2;57;2;58;1;6;4;1,3,1,1;01,111,000001,1
140_40;lick;SWING;MEDIUM SLOW;Don Byas;SWING;2;58;3;59;1;7;3;2,4,1;011,1111,1
140_41;lick;SWING;MEDIUM SLOW;Don Byas;SWING;1;59;2;59;4;7;3;2,4,1;0011,1111,1
140_42;melody;SWING;MEDIUM SLOW;Don Byas;SWING;2;60;1;61;1;10;5;4,2,2,1,1;001111,11,11,000001,1
140_43;lick;SWING;MEDIUM SLOW;Don Byas;SWING;2;61;2;62;1;9;4;1,3,4,1;01,1011,011011,1
140_44;melody;SWING;MEDIUM SLOW;Don Byas;SWING;3;62;2;64;1;17;7;1,2,3,2,2,4,3;01,011,1011,11,0011,101011,0111
141_1;lick;SWING;MEDIUM;Don Byas;SWING;2;1;3;2;2;7;4;1,2,2,2;01,1001,0110,11
141_2;lick;SWING;MEDIUM;Don Byas;SWING;2;2;3;3;3;8;5;1,2,2,2,3;01,11,1100,1001,100011
141_3;lick;SWING;MEDIUM;Don Byas;SWING;4;3;3;6;1;18;10;3,1,1,2,3,1,2,2,3,1;100011,0001,1,11,10001001,01,11,0011,1110,1
141_4;lick;SWING;MEDIUM;Don Byas;SWING;2;6;3;7;1;7;3;1,4,2;0001,1111,11
141_5;lick;SWING;MEDIUM;Don Byas;SWING;1;7;2;7;3;3;2;1,2;0001,011
141_6;lick;SWING;MEDIUM;Don Byas;SWING;3;7;4;9;1;10;6;1,2,2,2,2,1;01,011,11,1001,11,1
141_7;expressive;SWING;MEDIUM;Don Byas;SWING;2;9;3;10;4;6;3;1,2,3;0001,000011,111
141_8;lick;SWING;MEDIUM;Don Byas;SWING;1;11;1;11;3;3;2;1,2;01,011
141_9;expressive;SWING;MEDIUM;Don Byas;SWING;1;12;2;12;2;1;1;1;1
141_10;line;SWING;MEDIUM;Don Byas;SWING;3;13;1;15;2;45;10;5,6,5,6,3,4,2,3,7,4;111101,111111,101111,00111111,0111,1111,110,00000111,01111111,111100
141_11;expressive;SWING;MEDIUM;Don Byas;SWING;4;15;4;18;1;15;7;1,2,2,7,1,1,1;01,110,011,01111111,1,0001,01
141_12;lick;SWING;MEDIUM;Don Byas;SWING;2;18;3;19;2;6;4;1,2,2,1;01,010001,11,1
141_13;lick;SWING;MEDIUM;Don Byas;SWING;3;19;4;21;3;21;7;1,4,5,2,3,4,2;01,101011,101111,11,0111,001111,1100
141_14;lick;SWING;MEDIUM;Don Byas;SWING;1;22;1;22;4;8;4;2,2,2,2;000011,011,11,00100001
141_15;expressive;SWING;MEDIUM;Don Byas;SWING;2;23;1;24;1;28;5;2,8,9,7,3;000011,001001111111,01110111111,0011110111,1101
141_16;lick;SWING;MEDIUM;Don Byas;SWING;1;24;1;24;4;7;4;3,3,2,1;1101,111,11,1
142_1;melody;SWING;MEDIUM SLOW;Don Byas;SWING;3;0;3;2;3;14;8;1,1,2,3,1,2,3,1;0001,01,0011,111,1,011,111,1
142_2;melody;SWING;MEDIUM SLOW;Don Byas;SWING;2;2;4;3;1;5;2;2,3;0011,1011
142_3;melody;SWING;MEDIUM SLOW;Don Byas;SWING;3;3;3;5;1;10;6;1,3,1,1,2,2;01,1011,1,01,11,11
142_4;melody;SWING;MEDIUM SLOW;Don Byas;SWING;3;5;3;7;2;18;8;2,1,3,1,3,2,3,3;000011,01,111,1,111,000101,0111,111
142_5;lick;SWING;MEDIUM SLOW;Don Byas;SWING;2;8;1;9;3;11;6;1,2,2,2,1,3;01,11,0110,11,01,1110
142_6;melody;SWING;MEDIUM SLOW;Don Byas;SWING;1;10;1;10;3;5;3;1,2,2;01,11,110
142_7;lick;SWING;MEDIUM SLOW;Don Byas;SWING;2;11;1;12;1;9;5;1,1,3,3,1;01,01,111,111,1
143_1;melody;SWING;MEDIUM SLOW;Don Byas;SWING;4;0;3;3;2;24;12;1,4,2,2,1,3,2,2,1,3,2,1;0001,01111,11,11,0001,0111,11,011,0001,0111,11,1
143_2;lick;SWING;MEDIUM SLOW;Don Byas;SWING;2;3;4;4;4;13;5;2,3,2,5,1;001001,0111,11,11111,1
143_3;line;SWING;MEDIUM SLOW;Don Byas;SWING;3;5;1;7;1;26;9;2,4,4,4,2,5,2,2,1;0000011,01111,011101,011011,0011,111011,11,11,1
143_4;lick;SWING;MEDIUM SLOW;Don Byas;SWING;2;7;2;8;1;13;4;2,3,4,4;011,111,1111,011110
143_5;lick;SWING;MEDIUM SLOW;Don Byas;SWING;2;8;2;9;1;9;4;1,3,3,2;01,0111,0111,11
143_6;lick;SWING;MEDIUM SLOW;Don Byas;SWING;3;9;2;11;1;24;8;1,3,4,3,5,3,4,1;0001,1011,011101,0100101,011111,111,01111,1
143_7;lick;SWING;MEDIUM SLOW;Don Byas;SWING;2;11;2;12;3;13;6;2,3,3,2,2,1;0011,010101,00100101,11,0110,1
144_1;melody;SWING;MEDIUM;Don Byas;SWING;2;-3;1;-2;4;16;8;1,3,3,3,1,1,2,2;0001,010101,0111,0111,1,01,011,11
144_2;melody;SWING;MEDIUM;Don Byas;SWING;3;-1;3;1;3;15;9;2,1,3,3,2,1,1,1,1;110,0001,111,111,11,1,1,0001,01
144_3;melody;SWING;MEDIUM;Don Byas;SWING;3;2;2;4;2;17;9;2,3,3,3,1,1,2,1,1;11,1011,111,111,1,01,11,01,1
144_4;melody;SWING;MEDIUM;Don Byas;SWING;2;4;4;5;1;4;2;3,1;101001,1
144_5;melody;SWING;MEDIUM;Don Byas;SWING;3;5;3;7;1;12;7;1,2,1,1,3,3,1;0001,11,1,000001,0111,010101,1
144_6;melody;SWING;MEDIUM;Don Byas;SWING;3;7;3;9;1;11;7;3,2,2,1,1,1,1;000111,11,11,01,1,01,1
144_7;melody;SWING;MEDIUM;Don Byas;SWING;2;9;3;10;4;11;6;1,1,3,2,3,1;0001,01,0111,11,111,1
144_8;melody;SWING;MEDIUM;Don Byas;SWING;3;11;2;13;1;23;8;2,4,1,4,2,5,4,1;0011,1111,1,011110,1001,011111,1111,1
144_9;line;SWING;MEDIUM;Don Byas;SWING;3;13;3;15;4;39;10;4,4,4,3,5,4,4,6,3,2;001111,1111,10111,111,111101,1111,1111,10110111,111,11
144_10;melody;SWING;MEDIUM;Don Byas;SWING;3;16;2;18;1;17;8;2,2,3,2,1,3,2,2;11,11,01001001,0011,1,1101,11,11
144_11;melody;SWING;MEDIUM;Don Byas;SWING;2;18;4;19;3;8;4;2,2,2,2;11,011,1001,1100
144_12;melody;SWING;MEDIUM;Don Byas;SWING;1;20;1;20;3;5;3;2,1,2;0011,0001,1100
144_13;melody;SWING;MEDIUM;Don Byas;SWING;2;21;1;22;1;9;5;1,1,3,3,1;01,0001,111,010011,0001
144_14;melody;SWING;MEDIUM;Don Byas;SWING;3;22;4;24;3;12;8;1,1,1,2,1,2,3,1;1,1,01,11,01,11,1011,1
144_15;melody;SWING;MEDIUM;Don Byas;SWING;2;25;1;26;2;12;6;2,3,2,2,2,1;0011,0111,11,011,11,1
144_16;melody;SWING;MEDIUM;Don Byas;SWING;2;27;1;28;1;8;5;1,2,2,2,1;0001,011,11,010001,01
144_17;melody;SWING;MEDIUM;Don Byas;SWING;3;28;3;30;1;12;6;1,2,4,2,1,2;0001,110,11011,11,01,11
144_18;melody;SWING;MEDIUM;Don Byas;SWING;4;30;4;33;1;22;10;1,3,2,1,2,1,5,2,4,1;01,111,11,01,000011,01,11111,1001,01010101,1
145_1;line;SWING;SLOW;Don Byas;BALLAD;3;0;4;2;2;23;7;1,5,6,4,2,4,1;01,10101011,0010101111,1111,0011,01111,1
145_2;line;SWING;SLOW;Don Byas;BALLAD;2;2;3;3;2;19;4;4,4,6,5;001111,1111,01111101,111110
145_3;line;SWING;SLOW;Don Byas;BALLAD;3;3;4;5;2;30;7;6,5,6,5,4,3,1;01111101,01111100,111111,111110,0001111,0111,1
145_4;line;SWING;SLOW;Don Byas;BALLAD;2;5;3;6;3;20;5;4,4,5,6,1;0001001011,01001101,011111,01111011,1
145_5;expressive;SWING;SLOW;Don Byas;BALLAD;4;6;4;9;1;30;9;4,3,3,4,3,1,3,3,6;0001111,1110,000111,101011,1110,01,0111,1101,111111
145_6;lick;SWING;SLOW;Don Byas;BALLAD;1;9;2;9;3;4;2;1,3;0001,1110
145_7;line;SWING;SLOW;Don Byas;BALLAD;1;10;1;10;4;17;4;3,5,5,4;0111,011111,011111,111100
145_8;line;SWING;SLOW;Don Byas;BALLAD;2;11;1;12;1;17;5;2,5,3,4,3;0011,10101101,0111,1111,1110
145_9;lick;SWING;SLOW;Don Byas;BALLAD;1;12;2;12;4;6;3;3,2,1;0000111,000011,1
145_10;lick;SWING;SLOW;Don Byas;BALLAD;3;13;1;15;1;32;9;3,4,4,1,3,4,4,7,2;0111,1111,1111,1,0111,1111,1111,10111111,0110
145_11;line;SWING;SLOW;Don Byas;BALLAD;1;15;2;15;3;19;2;1,19;0001,11111111111111111101
145_12;line;SWING;SLOW;Don Byas;BALLAD;1;15;3;15;4;19;2;19,18;11111111111111111101,11111111111111111100
145_13;line;SWING;SLOW;Don Byas;BALLAD;1;16;1;16;1;21;1;21;111111111111111111111
145_14;lick;SWING;SLOW;Don Byas;BALLAD;1;16;2;16;3;10;2;9,1;110111111010,1
146_1;line;SWING;MEDIUM SLOW;Don Byas;SWING;3;0;3;2;4;25;10;1,5,1,3,2,3,2,3,3,2;01,111011,1,0111,1100,0111,110,1101,111,1100
146_2;line;SWING;MEDIUM SLOW;Don Byas;SWING;3;3;2;5;3;32;10;4,5,3,4,2,2,3,4,4,1;011110,11111,1011,01111,0011,10001,0111,011011,1111,1
146_3;line;SWING;MEDIUM SLOW;Don Byas;SWING;2;6;1;7;4;20;8;1,3,3,3,4,2,3,1;01,0111,01001001,0111,10010101,011,111,1
146_4;line;SWING;MEDIUM SLOW;Don Byas;SWING;3;8;2;10;3;24;9;3,1,4,4,3,2,4,2,1;111,00000001,1111,1111,1110,0011,10010101,011,1
